mem_no,mem_id,mem_sex,mem_age,mem_loc,mem_birth_ddi,mate_blood,pf_ins_yn,mbti_code,food_cat,concn
1077609,wIOn,m,37,b,5,2,y,ISFJ,dessert korean western chinese japanese,0.0
1078091,x1Iq,m,36,d,6,2,y,ESTP,western korean,0.0
1078625,kuix,m,35,o,7,2,y,ENFP,western chinese korean japanese,1.0
1078876,p8pC,m,32,b,10,1,y,ISTJ,western chinese korean japanese,0.0
1079101,tTrc,m,39,e,3,3,y,INFP,western korean japanese,0.0
1079198,Abq5,f,38,b,4,3,y,ISFP,western chinese korean,0.0
1079998,E7XT,m,39,o,3,2,y,INFP,western korean japanese,0.0
1080231,wCd0,m,39,h,3,2,y,ISFP,western korean,0.0
1080408,zOCT,m,38,h,4,2,y,ENFP,western korean japanese,0.0
1080504,86ix,m,34,b,8,3,y,ENFJ,chinese korean japanese,0.0
1080664,3ZKX,m,34,c,8,3,y,INFJ,western korean japanese,0.0
1081012,TZnp,m,35,b,7,1,y,ISTP,western,1.0
1081016,1git,m,38,b,4,1,y,INFP,western etc korean japanese,0.0
1081313,y8gC,m,33,b,9,4,y,ISFP,chinese korean japanese,0.0
1081464,xxkW,m,38,b,4,3,y,ESFP,korean japanese,0.0
1082026,13Qt,f,38,f,4,4,y,INFP,western japanese,0.0
1082503,uDIp,m,33,e,9,1,y,INFJ,western korean japanese,0.0
1082576,UlwV,m,39,o,3,4,y,ENFJ,western korean japanese,0.0
1082804,3OGJ,m,37,k,5,3,y,ENFJ,western chinese korean japanese,0.0
1082886,yDx0,m,37,n,5,4,y,INFP,western chinese korean japanese,1.0
1083092,ej5v,m,39,c,3,1,y,ISFP,korean japanese,0.0
1083772,1QyZ,m,34,k,8,2,y,ISTP,western chinese korean japanese,0.0
1083774,6D91,m,36,l,6,2,y,ISFJ,western chinese korean,0.0
1083946,yyVa,m,35,a,7,1,y,INFP,western chinese korean japanese,0.0
1084067,U3ga,m,37,i,5,1,y,ENFJ,japanese,0.0
1084104,bX8L,m,38,b,4,3,y,ISFP,western korean japanese,1.0
1084161,Gzki,m,31,b,11,3,y,ESFJ,western korean,0.0
1084196,56YM,m,35,f,7,1,y,INTP,western korean,0.0
1084568,8NuP,m,31,i,11,2,y,ENFJ,western korean japanese,0.0
1085184,yR5s,m,36,b,6,3,y,INFP,western chinese korean japanese,0.0
1085408,WiwQ,m,34,b,8,2,y,INFJ,western korean japanese,0.0
1085828,lgIn,m,37,f,5,1,y,ENFJ,western korean,0.0
1086091,uv1M,m,35,o,7,3,y,ISFJ,western korean japanese,1.0
1086207,EgIS,m,39,b,3,4,y,INFJ,western korean japanese,1.0
1086284,Ku0z,m,37,k,5,2,y,ISFJ,chinese korean,1.0
1086508,rqMe,m,32,b,10,3,y,INFJ,western korean,1.0
1086990,0nLL,m,39,b,3,1,y,ISFP,western chinese korean japanese,0.0
1087111,1jc7,f,34,f,8,3,y,ENFJ,western chinese korean japanese,0.0
1087236,dMWJ,m,36,b,6,1,y,ENFJ,western korean japanese,0.0
1087744,BsjW,m,37,b,5,1,y,INFJ,etc korean japanese,0.0
1087965,z5BD,m,35,h,7,3,y,ENTJ,western korean japanese,1.0
1088283,HDF3,f,37,e,5,2,y,ISFJ,western chinese korean japanese,0.0
1088369,FtLv,m,39,i,3,2,y,ISTP,korean japanese,0.0
1088501,aF3C,m,34,i,8,2,y,ISFJ,korean japanese,0.0
1088836,CnQj,m,36,f,6,3,y,ISFJ,western korean japanese,0.0
1089049,22ec,m,35,c,7,2,y,ENFJ,korean japanese,0.0
1089169,S1j0,m,33,j,9,1,y,INFP,western korean,0.0
1089411,tj1W,m,39,a,3,1,y,ENFJ,western chinese japanese,0.0
1090180,qhZi,m,35,f,7,2,y,INFP,chinese,0.0
1090355,PT73,m,31,b,11,3,y,ISFJ,western korean japanese,0.0
1090771,ogID,m,39,h,3,2,y,ISFJ,etc chinese korean japanese,0.0
1091033,BFrg,m,34,a,8,1,y,ENFJ,western korean japanese,0.0
1091149,ge8O,f,38,i,4,3,y,INTP,western japanese,0.0
1091341,VGrJ,m,38,m,4,1,y,ESFP,western chinese japanese,0.0
1091556,1ZZg,m,34,b,8,1,y,ENFJ,western chinese korean japanese,1.0
1091880,rpaS,m,34,b,8,3,y,ENTP,dessert korean western chinese japanese,1.0
1092365,fzw9,f,35,f,7,2,y,ENFP,korean japanese,0.0
1092636,yFS4,m,36,c,6,2,y,ESTP,western chinese korean japanese,0.0
1092921,TyAT,m,38,a,4,3,y,ENFP,etc korean japanese,0.0
1093115,kJmi,m,36,k,6,2,y,ENFJ,korean japanese,0.0
1093289,oLTw,m,37,i,5,1,y,INTP,western,0.0
1093678,ffY1,m,34,z,8,1,y,ISFP,western japanese,1.0
1094006,jPtz,m,38,o,4,1,y,ESTJ,western korean japanese,0.0
1094097,3WJ4,m,37,h,5,3,y,ISFJ,dessert korean western chinese japanese,0.0
1095034,SrbJ,m,39,o,3,3,y,INFP,chinese korean,0.0
1095311,O3YF,m,39,c,3,4,y,ISFP,western chinese korean japanese,0.0
1095442,Qke9,m,37,d,5,2,y,ESFP,korean japanese,1.0
1095512,3GbI,m,31,h,11,3,y,INTJ,western korean,0.0
1095694,3yM4,m,38,b,4,3,y,INFP,western korean dessert japanese,0.0
1095801,nISi,m,38,i,4,2,y,INFJ,western korean dessert japanese,1.0
1096241,Md82,m,32,b,10,2,y,ENTJ,western etc korean japanese,0.0
1096775,GaSq,f,38,f,4,1,y,ENFP,korean japanese,0.0
1096900,Bw9p,m,33,b,9,4,y,ISTJ,western chinese korean japanese,0.0
1097008,FhJd,m,38,n,4,1,y,INFJ,western chinese korean japanese,0.0
1097082,3JcH,m,34,p,8,1,y,INFP,chinese korean japanese,0.0
1097297,24WQ,m,22,f,8,3,y,ISFP,western korean japanese,0.0
1097395,gXyQ,m,35,l,7,2,y,ENFP,western korean dessert japanese,0.0
1097588,W0Zb,m,32,p,10,4,y,INFP,western dessert japanese,0.0
1097634,1XZg,f,39,b,3,4,y,ESFP,chinese korean japanese,0.0
1097723,fLed,m,31,n,11,3,y,ISFJ,dessert korean western etc japanese,0.0
1097968,WF8Z,m,35,o,7,1,y,INFP,western korean japanese,0.0
1098442,V4Em,f,37,b,5,1,y,INFP,western korean japanese,0.0
1098553,4dpi,m,31,f,11,3,y,ISFP,korean japanese,0.0
1098928,VVBj,m,35,z,7,2,y,INFJ,chinese,0.0
1099044,7zQE,m,38,b,4,2,y,ENFP,western korean japanese,0.0
1099079,HTG9,m,39,i,3,1,y,ESFP,western korean dessert japanese,0.0
1099733,mWf1,m,34,d,8,2,y,INTJ,korean japanese,1.0
1100001,D4mA,m,38,o,4,3,y,ENFP,western chinese korean japanese,0.0
1100121,Lz0H,f,39,i,3,2,y,ISFP,etc korean japanese,0.0
1100193,D64z,m,32,c,10,2,y,ESFP,korean japanese,0.0
1100467,QF9w,m,37,f,5,3,y,INFJ,western etc korean japanese,0.0
1100486,rbe9,m,36,f,6,1,y,ISFJ,western korean japanese,0.0
1100703,XziH,m,34,b,8,3,y,ISFP,chinese korean,0.0
1100790,Dh8d,m,38,o,4,1,y,INFP,korean,0.0
1101690,UCtz,m,36,m,6,2,y,ISTP,chinese korean japanese,0.0
1101790,6WgJ,m,39,p,3,4,y,ISTP,chinese korean japanese,0.0
1102018,j5Xe,m,35,i,7,1,y,ISFP,western etc korean japanese,0.0
1102237,d3iF,f,30,i,0,3,y,ISFJ,dessert korean western chinese japanese,0.0
1102560,BTMW,m,34,b,8,2,y,INFP,korean japanese,0.0
1102795,e7dK,m,33,f,9,1,y,ESTJ,western korean,0.0
1103358,UcKG,m,37,h,5,2,y,INFP,korean japanese,0.0
1103368,W1Xk,m,38,d,4,3,y,INFJ,western korean japanese,0.0
1103905,Oj0R,m,36,o,6,1,y,ENFP,korean western chinese etc japanese,0.0
1104016,AbcE,m,37,e,5,4,y,INFJ,western chinese korean,0.0
1104102,Tms4,m,36,b,6,3,y,INFP,western chinese korean,1.0
1104110,INvx,m,32,z,10,1,y,ENFP,etc chinese korean japanese,0.0
1104482,z0iN,m,39,d,3,1,y,ENFP,western chinese,0.0
1104975,sA0s,m,36,g,6,1,y,ENFJ,western korean japanese,0.0
1105086,0vDQ,m,35,i,7,2,y,ENFP,western korean,0.0
1105267,qvz7,f,33,i,9,4,y,INFP,western,0.0
1105630,ZuXr,m,34,l,8,4,y,ISTP,western korean japanese,0.0
1105959,jdTT,m,30,g,0,2,y,ESTJ,western korean japanese,0.0
1106003,uey2,m,37,b,5,2,y,ESFP,western korean japanese,0.0
1106256,ghq2,m,37,k,5,1,y,ENTP,western japanese,0.0
1106263,Mowf,m,37,h,5,1,y,ISTP,western korean,1.0
1106298,0f1p,m,36,h,6,1,y,INFP,western korean japanese,0.0
1106461,Nxk0,m,39,i,3,1,y,ENFJ,korean japanese,0.0
1106515,an9x,m,33,l,9,2,y,ENFP,western korean dessert japanese,0.0
1106907,v8zq,m,37,b,5,2,y,ISFP,korean,0.0
1107261,iPo1,m,37,i,5,3,y,ISFP,western etc korean japanese,1.0
1107426,ETRj,m,35,k,7,2,y,ESFP,korean,0.0
1107902,Cx3u,m,36,c,6,2,y,INFP,western chinese japanese,0.0
1108015,yMoO,f,38,h,4,4,y,ISFJ,western korean japanese,0.0
1108153,ILaX,m,36,i,6,3,y,INFJ,western etc korean japanese,1.0
1108273,3Lve,m,36,i,6,1,y,ESFP,western chinese japanese,1.0
1108316,d3rb,m,32,o,10,1,y,ENFP,korean etc dessert,0.0
1108467,45Xd,m,35,j,7,2,y,INFJ,western etc korean japanese,0.0
1108578,YF9k,m,38,b,4,1,y,INFP,western korean japanese,0.0
1110707,cQNT,m,39,j,3,3,y,INFP,western korean,1.0
1110772,qIVd,m,33,b,9,2,y,ISFP,western chinese korean japanese,0.0
1110781,XPRx,m,38,d,4,2,y,ESTP,etc chinese korean,0.0
1110805,148V,m,37,i,5,4,y,ISTJ,western etc japanese,0.0
1111055,xZ5S,m,39,i,3,1,y,INFP,western korean,1.0
1111538,Eg6g,m,31,l,11,1,y,INFP,etc korean japanese,0.0
1111654,7gQi,f,34,b,8,2,y,INFP,etc chinese korean japanese,0.0
1111892,pIYk,m,33,d,9,2,y,ENFP,western chinese korean japanese,0.0
1112533,aoyr,m,38,h,4,2,y,ISFP,chinese korean japanese,0.0
1112925,7xHp,f,39,i,3,3,y,ISFP,western etc korean japanese,0.0
1113086,R0nx,f,34,g,8,1,y,ISFJ,korean,0.0
1113439,GQMo,m,32,o,10,3,y,ISTP,western korean japanese,0.0
1113460,y2u9,m,32,p,10,2,y,INFJ,western korean,0.0
1113896,HoF5,m,38,o,4,1,y,ESFJ,korean,0.0
1113991,o4il,m,36,i,6,4,y,ENFP,etc korean japanese,0.0
1114113,eNr9,f,37,b,5,2,y,ENFJ,western korean japanese,0.0
1114246,rbUC,m,38,b,4,3,y,ENFP,etc korean japanese,1.0
1114259,MVrl,m,38,a,4,1,y,ESFJ,western chinese japanese,0.0
1114306,cf5X,m,34,c,8,1,y,ISFJ,western korean japanese,0.0
1115187,Yjuz,m,35,l,7,1,y,INFP,western korean japanese,0.0
1115363,IVts,m,38,d,4,1,y,ENTP,korean japanese,0.0
1115481,ykdr,m,37,c,5,3,y,INFP,western korean,0.0
1115658,AMTi,m,38,b,4,2,y,ESFP,korean,0.0
1116177,OAdo,f,39,b,3,1,y,ESFJ,dessert korean western chinese japanese,0.0
1116256,Y1gK,f,30,k,0,3,y,INFJ,western korean japanese,0.0
1117035,MkPI,m,35,h,7,1,y,INFJ,western korean japanese,0.0
1117738,jPpr,m,34,o,8,3,y,INFJ,western korean,0.0
1117826,nKLo,m,39,a,3,2,y,ENFP,western korean japanese,0.0
1118013,lwnb,m,34,d,8,1,y,ENFJ,western japanese,0.0
1118184,61iR,m,39,h,3,3,y,ISFP,western chinese korean japanese,0.0
1118378,5Ovg,m,37,f,5,1,y,INFJ,korean japanese,0.0
1118709,5CqO,f,31,i,11,1,y,ISFP,western korean dessert japanese,1.0
1118780,FHUu,m,36,h,6,3,y,ISFJ,western korean japanese,0.0
1118802,DUia,m,37,n,5,3,y,ENFP,western chinese korean japanese,1.0
1119044,OODw,m,37,l,5,1,y,ISTP,western korean japanese,1.0
1119102,AbSX,m,33,b,9,3,y,ISFP,western etc chinese korean,1.0
1119162,4hNu,m,39,b,3,3,y,ESTJ,western korean japanese,1.0
1119320,F1iV,m,37,g,5,1,y,INFP,western korean japanese,1.0
1119366,wqwL,m,37,b,5,3,y,ESFJ,etc korean japanese,1.0
1119749,MAQr,m,38,c,4,2,y,INFP,western korean japanese,0.0
1119783,dJNc,f,38,o,4,1,y,ENTJ,western korean,0.0
1119839,85EG,m,34,i,8,2,y,ESFJ,western korean,0.0
1120213,lSPq,m,38,o,4,3,y,ENFP,western dessert korean,0.0
1120279,RmvX,m,29,n,1,2,y,ENFP,western korean dessert japanese,0.0
1120417,ISJr,m,39,b,3,2,y,ENTP,western etc chinese korean,0.0
1120630,QldZ,m,37,g,5,1,y,ENFJ,western dessert japanese,0.0
1120887,NXWR,m,31,d,11,2,y,ISTP,western chinese korean,0.0
1122029,ccv2,f,33,h,9,1,y,ENFP,western korean japanese,0.0
1122044,nso6,f,37,i,5,2,y,ISFJ,dessert korean western chinese japanese,0.0
1122167,8z3s,m,35,c,7,1,y,ISFP,western korean japanese,0.0
1122661,Z4Mk,m,38,c,4,3,y,INFP,western chinese korean japanese,0.0
1122748,wfMH,m,37,b,5,2,y,ISTP,western chinese japanese,0.0
1123276,6kJy,m,39,e,3,4,y,ESTP,chinese korean japanese,0.0
1123336,jotd,m,39,p,3,4,y,ISTP,etc chinese korean,0.0
1124444,N9Ya,m,39,b,3,1,y,ENTJ,western korean,0.0
1125019,mkN4,m,37,i,5,2,y,ISFP,japanese,0.0
1125072,B6Mr,m,37,i,5,1,y,ESTP,western korean japanese,0.0
1125097,ln1f,m,38,o,4,2,y,ISFJ,western dessert japanese,0.0
1125416,igxo,m,36,d,6,4,y,INFP,western chinese korean japanese,0.0
1125463,kzmy,m,39,b,3,1,y,ISFJ,korean japanese,0.0
1125585,FtQy,m,38,i,4,3,y,ENFP,korean japanese,0.0
1125606,wOEM,m,37,h,5,4,y,ESFP,korean japanese,0.0
1125660,sNCV,m,30,k,0,3,y,ISFP,western chinese korean,0.0
1125863,KVga,m,37,c,5,2,y,ISFP,western chinese korean japanese,0.0
1125930,f5Bh,m,34,d,8,4,y,ESFP,western korean japanese,0.0
1126038,yWI4,m,30,b,9,2,y,ESFP,korean japanese,0.0
1126302,44JK,m,34,b,8,4,y,ESFP,western chinese korean japanese,0.0
1126463,yxli,m,31,e,11,3,y,INTP,western korean japanese,0.0
1126484,B6hf,m,29,i,1,3,y,ISFP,western chinese korean japanese,0.0
1126782,nn2g,m,33,k,9,3,y,ESFP,western korean japanese,0.0
1126849,qrtD,m,37,n,5,1,y,ENFP,korean chinese dessert japanese,0.0
1126921,vjax,m,38,b,4,1,y,INFP,dessert,0.0
1126930,6B3R,m,35,h,7,2,y,ESFP,western korean,0.0
1127031,Buwg,m,33,b,9,2,y,ISFP,western dessert,0.0
1127088,4rl9,m,39,n,3,1,y,INFP,western korean japanese,0.0
1127122,rc0n,m,32,b,10,1,y,ISFP,korean,0.0
1127638,Thp8,m,39,h,3,2,y,INFP,western korean japanese,0.0
1128110,DnGM,f,28,b,2,3,y,ISFJ,western chinese korean japanese,0.0
1128536,IxMl,m,32,e,10,2,y,INFJ,western korean dessert japanese,0.0
1128872,jYT1,m,31,h,11,2,y,INFP,western korean,0.0
1128887,R8Pr,f,36,h,6,3,y,ESFJ,korean dessert,0.0
1128977,VOhB,m,34,o,8,3,y,INFP,western chinese korean japanese,0.0
1129059,s8Lc,f,34,d,8,1,y,INFJ,western korean dessert japanese,0.0
1129211,GbbH,m,37,i,5,1,y,ESFJ,western etc korean japanese,0.0
1129261,V5rL,m,39,b,3,1,y,ISFJ,western etc korean japanese,0.0
1129442,CcBg,f,38,b,4,4,y,ESFP,korean japanese,0.0
1129681,Hl4C,m,36,b,6,1,y,INTJ,western chinese korean,0.0
1129709,0DME,m,31,p,11,3,y,ESFP,western korean dessert japanese,1.0
1130024,SNpe,m,37,k,5,2,y,ENFP,western korean chinese dessert,0.0
1130360,LC1s,f,35,h,7,1,y,ISTJ,korean,0.0
1130483,Mj2u,m,31,g,11,1,y,ENTJ,western etc korean japanese,0.0
1130721,IVGp,m,23,o,7,3,y,INFJ,dessert korean western chinese japanese,0.0
1130845,WtGD,m,39,j,3,1,y,INFP,western korean,0.0
1130965,tpXC,m,39,i,3,3,y,INFP,western korean japanese,0.0
1131250,Aljk,m,34,b,8,4,y,ESFJ,western korean japanese,0.0
1131301,FmvC,m,38,f,4,3,y,ISTJ,chinese japanese,0.0
1131426,iiRN,m,34,d,8,3,y,INFP,chinese,0.0
1131657,0Eja,m,39,i,3,1,y,ISFP,western korean japanese,0.0
1131976,Wylk,m,31,o,11,1,y,ISFJ,western korean dessert japanese,1.0
1132066,TNoI,m,37,i,5,1,y,ENFP,etc korean japanese,1.0
1132153,hiLL,m,38,e,4,3,y,ISTP,western korean japanese,0.0
1132173,FAxA,m,31,b,11,3,y,ISFP,western chinese korean,0.0
1132820,CTtn,m,37,b,5,4,y,INFP,western korean japanese,0.0
1132923,4QRI,m,36,b,6,3,y,INFP,western etc chinese japanese,0.0
1133057,jgJQ,m,36,b,6,1,y,ISFP,dessert korean western chinese japanese,0.0
1133083,UpXb,m,39,k,3,2,y,ISFJ,chinese korean japanese,1.0
1133088,wsd8,m,37,c,5,1,y,INFP,dessert chinese korean,0.0
1133193,OfqE,m,29,n,1,4,y,ISFJ,western chinese korean japanese,0.0
1133321,WN6J,m,34,l,8,1,y,INFJ,western korean,0.0
1133422,J2wC,m,38,p,4,2,y,INTP,korean,0.0
1133685,m0nv,f,37,h,5,1,y,ISFP,western korean dessert japanese,0.0
1133830,8E4z,m,35,b,7,3,y,ISFP,japanese,0.0
1134010,IcT0,m,33,k,9,1,y,ESFP,western korean japanese,0.0
1134015,bzJ9,m,33,i,9,3,y,ISFJ,korean japanese,0.0
1134052,lpHg,m,35,h,7,3,y,INFP,western chinese korean japanese,0.0
1134161,8dCa,m,29,a,1,1,y,ESFP,etc korean japanese,0.0
1134215,Cn9T,f,28,p,2,3,y,INFP,dessert korean western chinese japanese,0.0
1135079,RNDp,m,38,d,4,1,y,ESFP,western korean dessert,1.0
1135423,eqjp,m,34,b,8,1,y,ESTP,korean dessert japanese,0.0
1135723,jBqw,m,36,b,6,3,y,INFJ,western japanese,0.0
1137176,PaKr,m,38,d,4,3,y,ENFP,western korean chinese dessert,0.0
1137891,Mpiv,m,36,o,6,1,y,ISFJ,korean,0.0
1137952,LZI3,m,38,c,4,2,y,ESFP,western korean dessert,0.0
1138028,hpdY,f,35,i,7,3,y,ISFJ,korean,0.0
1138105,TOaA,m,27,a,3,2,y,INFP,western etc korean japanese,0.0
1138446,oum7,m,36,h,6,2,y,ISFP,western chinese korean,0.0
1138508,jkms,m,38,b,4,2,y,ENFJ,western korean,0.0
1138671,qswW,m,39,b,3,1,y,ISFJ,western korean,0.0
1138848,UIy8,m,38,e,4,3,y,ISFP,korean japanese,0.0
1138924,yCTI,m,32,i,10,3,y,ISTP,western korean japanese,0.0
1138938,EjHs,f,35,b,7,2,y,ISFP,chinese,0.0
1139301,Ogyx,f,38,i,4,2,y,INFJ,korean japanese,1.0
1139424,maJP,m,30,b,0,3,y,INFJ,western korean japanese,0.0
1139687,mdiI,m,39,i,3,3,y,ESFJ,western korean japanese,0.0
1139765,Zt4d,m,32,b,10,3,y,INTP,chinese korean japanese,0.0
1139971,YNUS,f,35,c,7,1,y,ISFP,western korean dessert,0.0
1141447,qBuA,m,39,k,3,1,y,INFJ,western korean,0.0
1141847,os0K,m,34,p,8,2,y,ISFJ,western korean japanese,0.0
1141918,vsh2,m,37,f,5,2,y,ISFP,western chinese korean,0.0
1142065,TYy6,f,39,k,3,2,y,ESFJ,western,1.0
1142258,xuum,f,32,e,10,3,y,ENFJ,western etc korean japanese,0.0
1142334,89if,m,39,o,3,2,y,ESFJ,western korean japanese,0.0
1142397,JVev,m,39,l,3,2,y,ISFP,western chinese dessert japanese,0.0
1142511,iR8O,m,38,d,4,1,y,INFP,chinese japanese,1.0
1142800,3zEL,m,30,f,0,3,y,INFP,japanese,0.0
1142895,V51D,m,33,c,9,1,y,ENFJ,western chinese dessert japanese,0.0
1142906,F1dr,m,38,c,4,2,y,ENFJ,western chinese dessert japanese,0.0
1143072,n7fw,m,39,i,3,1,y,ENFP,western korean japanese,0.0
1143173,EIWx,m,39,i,3,2,y,INFJ,western etc korean,1.0
1143919,8O0Q,m,23,i,7,3,y,ENFP,western chinese korean,0.0
1144537,UsVL,m,35,o,7,2,y,ENFJ,western korean japanese,0.0
1145023,POsy,m,39,o,3,3,y,ENTJ,korean,0.0
1145234,j28Y,f,39,o,3,1,y,INTJ,western japanese,1.0
1145467,pEcM,m,37,f,5,2,y,INFP,chinese,0.0
1145512,1VYa,m,35,i,7,4,y,ENFJ,korean,0.0
1145626,trti,m,38,b,4,3,y,INTJ,western korean japanese,0.0
1145785,JV5i,m,36,b,6,3,y,INFP,western korean japanese,0.0
1145843,j25i,m,36,k,6,3,y,INFP,korean western chinese etc japanese,0.0
1146037,Ve6E,m,32,i,10,4,y,ENFP,western chinese korean japanese,1.0
1146625,otKX,m,38,p,4,2,y,ENFP,western,0.0
1146633,WhMk,m,39,i,3,2,y,ENFJ,western japanese,0.0
1147220,zR95,m,39,l,3,4,y,ISFP,korean,1.0
1147493,rl35,m,35,o,7,1,y,ISTJ,western korean japanese,0.0
1148125,nz7l,m,35,h,7,2,y,INFJ,western korean japanese,0.0
1148426,YPB1,m,35,b,7,1,y,ENFJ,western korean japanese,1.0
1148845,51Rm,m,25,b,0,2,y,INFP,korean,0.0
1149305,lm0M,m,33,b,9,3,y,INFJ,western korean japanese,1.0
1149462,hhuQ,m,39,c,3,3,y,INFJ,western japanese,0.0
1149671,afa3,m,33,a,9,1,y,ENFP,western korean dessert japanese,0.0
1149732,tkdu,m,33,h,9,4,y,ISFJ,dessert korean western chinese japanese,0.0
1149927,yNm6,m,38,k,4,2,y,INTP,dessert korean western chinese etc,0.0
1149981,MCo9,m,26,n,4,4,y,INFP,chinese korean,0.0
1150475,Mwz0,m,34,c,8,1,y,ISTP,western chinese korean,0.0
1151187,gqgU,m,34,e,8,2,y,ISFP,chinese korean japanese,0.0
1151503,vUSd,m,34,i,8,1,y,INFP,western chinese korean japanese,1.0
1151653,qCcP,m,35,b,7,2,y,ISFP,korean japanese,1.0
1151807,uo8s,m,33,j,9,1,y,ISFP,western etc korean japanese,0.0
1152129,53PW,m,34,l,8,3,y,ENFJ,western korean japanese,0.0
1152837,J2jh,m,38,o,4,3,y,INFJ,western chinese dessert japanese,0.0
1153321,KEtp,m,38,f,4,1,y,ESTJ,western dessert,1.0
1154176,QxKw,m,38,n,4,3,y,INFJ,japanese,0.0
1154640,NP1J,m,39,q,3,3,y,ISFJ,western dessert japanese,0.0
1154802,Z2s9,m,31,o,11,1,y,INFP,dessert korean western chinese japanese,1.0
1155048,6Ntq,m,38,i,4,1,y,ENFJ,western korean japanese,0.0
1155106,GVZK,m,34,b,8,3,y,INFJ,chinese korean,0.0
1155382,NLjE,m,33,c,9,2,y,INFP,western korean japanese,1.0
1155590,8zYR,f,32,k,10,1,y,ENFP,korean japanese,0.0
1155737,bexe,m,35,f,7,1,y,ESTP,western chinese korean japanese,0.0
1155783,xNcB,m,29,i,1,3,y,ISFP,korean,0.0
1155807,IRuU,m,30,p,0,2,y,INTJ,western korean japanese,0.0
1156036,7l3F,f,35,d,7,1,y,INFJ,western korean dessert japanese,0.0
1156262,ABih,m,39,b,3,2,y,ISTJ,korean western chinese etc japanese,0.0
1156497,KkAb,m,37,i,5,1,y,ISFP,korean japanese,0.0
1156562,LnUI,m,37,e,5,1,y,ESFP,western chinese korean,0.0
1156572,8LiZ,m,38,g,8,1,y,ISFJ,western korean japanese,0.0
1156886,bFmU,m,32,f,10,2,y,INFJ,western chinese korean japanese,0.0
1157062,JV9P,m,39,f,3,3,y,ENFP,western chinese korean japanese,0.0
1157065,RGiB,m,38,i,4,3,y,ESTJ,western etc korean,0.0
1157218,hs9T,f,25,b,5,4,y,ESFP,western korean dessert japanese,0.0
1157738,ODsp,f,31,h,11,2,y,INFJ,western chinese korean japanese,1.0
1157939,urFM,m,23,p,7,1,y,ENFJ,western dessert,0.0
1158228,S1xJ,m,38,b,4,1,y,ENFP,korean,0.0
1158245,MsLs,m,37,i,5,3,y,ISFP,etc korean japanese,0.0
1158849,I9rU,m,31,b,11,3,y,ENFJ,western korean japanese,0.0
1158988,OZic,m,34,n,8,2,y,ENFP,western korean dessert,0.0
1159046,HGC5,m,34,k,8,1,y,ENFJ,korean japanese,0.0
1159232,reA6,m,39,d,3,2,y,ENFP,etc chinese korean japanese,0.0
1159572,TZdk,m,24,o,6,1,y,INFJ,korean,1.0
1159680,AMkH,m,34,b,8,1,y,ISFJ,western chinese korean japanese,0.0
1159817,rIbO,m,22,b,8,1,y,ESFP,western korean,0.0
1159922,FauO,m,38,c,4,3,y,INFP,western chinese korean japanese,0.0
1160163,AmhZ,m,31,d,11,3,y,INFP,western korean japanese,0.0
1160315,dD1G,m,34,g,8,2,y,ISFP,japanese,1.0
1161008,Hlh1,m,33,a,9,3,y,INFJ,western korean japanese,0.0
1161107,azqy,m,35,b,7,4,y,INTP,korean chinese dessert japanese,0.0
1161462,ac5d,m,38,p,4,1,y,INFJ,western korean japanese,1.0
1161891,fAmH,f,28,n,2,2,y,ISTJ,chinese korean japanese,1.0
1161932,YdB9,m,38,j,4,3,y,ENTJ,western chinese japanese,0.0
1161940,7c38,m,33,e,9,1,y,INTP,western chinese korean,0.0
1162220,dZ5f,m,30,n,0,2,y,INFJ,korean,0.0
1162403,X3WH,m,39,f,3,2,y,ESFP,western korean japanese,0.0
1163001,dUR8,m,38,i,4,1,y,ESFJ,western korean japanese,0.0
1163422,ZaeD,f,38,i,4,2,y,INTP,korean etc chinese dessert,0.0
1163734,Lvh5,m,39,b,3,4,y,ENFP,western chinese korean japanese,0.0
1164418,WB3G,m,38,i,4,2,y,ISFJ,western korean japanese,0.0
1164461,7Tbn,m,39,b,3,1,y,ISFP,western korean japanese,0.0
1164466,TvGd,m,36,d,6,1,y,INFJ,western korean,0.0
1164689,3uih,m,37,b,5,1,y,ISTJ,western chinese korean,0.0
1164922,Vr97,m,38,e,4,2,y,INTP,korean japanese,0.0
1165000,sM16,m,35,f,7,4,y,INFP,korean,0.0
1165021,v0UO,m,36,b,6,1,y,ESFP,chinese korean japanese,0.0
1165062,UouL,m,35,p,7,1,y,INFJ,western korean japanese,0.0
1165091,ifej,m,38,e,4,1,y,ISFJ,etc korean,0.0
1165826,bPY0,m,39,b,3,4,y,ISTJ,western korean japanese,0.0
1165853,V7XE,m,34,d,8,2,y,INFP,korean japanese,0.0
1166470,N3mK,m,31,c,11,3,y,INTJ,western dessert,1.0
1167123,sUnX,m,36,e,6,3,y,INFP,western korean japanese,0.0
1167275,60U2,m,36,d,6,3,y,ESFJ,western chinese korean japanese,0.0
1167984,S8Sv,f,39,p,3,4,y,ISFP,western korean japanese,0.0
1169871,kFYu,m,38,n,4,1,y,ISFJ,western korean japanese,0.0
1170130,9o98,m,37,i,5,1,y,INFJ,western chinese korean,0.0
1170143,GaWg,m,37,b,5,1,y,INFJ,korean japanese,0.0
1170789,bEo6,m,30,b,0,3,y,ENFP,western korean,0.0
1170802,IU6r,f,38,e,4,1,y,ISFP,korean chinese dessert japanese,0.0
1170887,5bb7,m,37,e,5,4,y,ISFJ,western korean,1.0
